Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Neural Information Processing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-92185-9","Dr. Teddy MantoroMinho LeeMedia Anugerah AyuDr. Kok Wai WongDr. Achmad Nizar Hidayanto","2021","http://link.springer.com/book/10.1007/978-3-030-92185-9","Book"
"Representing the Filter Bubble: Towards a Model to Diversification in News","Advances in Conceptual Modeling","","","","10.1007/978-3-030-34146-6_22","Gabriel Machado Lunardi","2019","http://link.springer.com/chapter/10.1007/978-3-030-34146-6_22","Chapter"
"Encyclopedia of GIS","","","","","10.1007/978-3-319-17885-1","Shashi ShekharHui XiongXun Zhou","2017","http://link.springer.com/referencework/10.1007/978-3-319-17885-1","ReferenceWork"
"A Survey on Recommender Systems for News Data","Smart Information and Knowledge Management","","","","10.1007/978-3-642-04584-4_6","Hugo L. BorgesAna C. Lorena","2010","http://link.springer.com/chapter/10.1007/978-3-642-04584-4_6","Chapter"
"Buzzer – Online Real-Time Topical News Article and Source Recommender","Artificial Intelligence and Cognitive Science","","","","10.1007/978-3-642-17080-5_27","Owen PhelanKevin McCarthyBarry Smyth","2010","http://link.springer.com/chapter/10.1007/978-3-642-17080-5_27","Chapter"
"Smart Computing Techniques and Applications","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-1502-3","Dr. Suresh Chandra SatapathyDr. Vikrant BhatejaProf. Margarita N. FavorskayaDr. T. Adilakshmi","2021","http://link.springer.com/book/10.1007/978-981-16-1502-3","Book"
"A Human-Centered Computing Framework to Enable Personalized News Video Recommendation","Video Search and Mining","","","","10.1007/978-3-642-12900-1_10","Hangzai LuoJianping Fan","2010","http://link.springer.com/chapter/10.1007/978-3-642-12900-1_10","Chapter"
"A Human-Centered Computing Framework to Enable Personalized News Video Recommendation","Multimedia Analysis, Processing and Communications","","","","10.1007/978-3-642-19551-8_18","Hangzai LuoJianping Fan","2011","http://link.springer.com/chapter/10.1007/978-3-642-19551-8_18","Chapter"
"Information and Communication Technology for Competitive Strategies (ICTCS 2020)","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-0882-7","Prof. M. Shamim KaiserProf. Juanying XieProf. Dr. Vijay Singh Rathore","2021","http://link.springer.com/book/10.1007/978-981-16-0882-7","Book"
"Advances in Information Retrieval","Lecture Notes in Computer Science","","","","10.1007/978-3-030-45442-5","Joemon M. JoseProf. Emine YilmazJoão MagalhãesDr. Pablo CastellsNicola FerroMário J. SilvaFlávio Martins","2020","http://link.springer.com/book/10.1007/978-3-030-45442-5","Book"
"ENRS: An Effective Recommender System Using Bayesian Model","Database Systems for Advanced Applications","","","","10.1007/978-3-319-18123-3_34","Yingyuan XiaoPengqiang AiHongya WangChing-Hsien HsuYukun Li","2015","http://link.springer.com/chapter/10.1007/978-3-319-18123-3_34","Chapter"
"Human-Computer Interaction. Design and User Experience Case Studies","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78468-3","Masaaki Kurosu","2021","http://link.springer.com/book/10.1007/978-3-030-78468-3","Book"
"Continuous Evaluation of Large-Scale Information Access Systems: A Case for Living Labs","Information Retrieval Evaluation in a Changing World","","","","10.1007/978-3-030-22948-1_21","Frank HopfgartnerKrisztian BalogAndreas LommatzschLiadh KellyBenjamin KilleAnne SchuthMartha Larson","2019","http://link.springer.com/chapter/10.1007/978-3-030-22948-1_21","Chapter"
"Heterogeneous Graph Representation for Text Mining","Heterogeneous Graph Representation Learning and Applications","","","","10.1007/978-981-16-6166-2_8","Chuan ShiXiao WangPhilip S. Yu","2022","http://link.springer.com/chapter/10.1007/978-981-16-6166-2_8","Chapter"
"Automatic Adaptation and Recommendation of News Reports Using Surface-Based Methods","Highlights on Practical Applications of Agents and Multi-Agent Systems","","","","10.1007/978-3-642-28762-6_9","Joel AzzopardiChristopher Staff","2012","http://link.springer.com/chapter/10.1007/978-3-642-28762-6_9","Chapter"
"Advances in  Information Retrieval","Lecture Notes in Computer Science","","","","10.1007/978-3-030-72113-8","Djoerd HiemstraProf. Marie-Francine MoensJosiane MotheRaffaele PeregoMartin PotthastFabrizio Sebastiani","2021","http://link.springer.com/book/10.1007/978-3-030-72113-8","Book"
"A user-centric evaluation of context-aware recommendations for a mobile news service","Multimedia Tools and Applications","","75","6","10.1007/s11042-014-2437-9","Toon De PessemierCédric CourtoisKris VanheckeKristin Van DammeLuc MartensLieven De Marez","2016","http://link.springer.com/article/10.1007/s11042-014-2437-9","Article"
"Recommended for You: “You Don’t Need No Thought Control”. An Analysis of News Personalisation in Light of Article 22 GDPR","Privacy and Identity Management. Data for Better Living: AI and Privacy","","","","10.1007/978-3-030-42504-3_13","Judith Vermeulen","2020","http://link.springer.com/chapter/10.1007/978-3-030-42504-3_13","Chapter"
"Towards better news article recommendation","World Wide Web","","20","6","10.1007/s11280-017-0436-2","Youssef MeguebliMouna KacimiBich-Liên DoanFabrice Popineau","2017","http://link.springer.com/article/10.1007/s11280-017-0436-2","Article"
"Intelligent Systems in Big Data, Semantic Web and Machine Learning","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-72588-4","Prof. Noreddine GherabiDr. Janusz Kacprzyk","2021","http://link.springer.com/book/10.1007/978-3-030-72588-4","Book"
"Discerning Relevant Model Features in a Content-based Collaborative Recommender System","Preference Learning","","","","10.1007/978-3-642-14125-6_20","Alejandro BellogínIván CantadorPablo CastellsÁlvaro Ortigosa","2011","http://link.springer.com/chapter/10.1007/978-3-642-14125-6_20","Chapter"
"A proactive personalised mobile recommendation system using analytic hierarchy process and Bayesian network","Journal of Internet Services and Applications","","3","2","10.1007/s13174-012-0061-3","Kam Fung YeungYanyan YangDavid Ndzi","2012","http://link.springer.com/article/10.1007/s13174-012-0061-3","Article"
"Bing-CSF-IDF+: A Semantics-Driven Recommender System for News","New Trends in Databases and Information Systems","","","","10.1007/978-3-030-54623-6_13","Lies Hooft van HuijsduijnenThom HoogmoedGeertje KeulersEdmar LangendoenSanne LangendoenTim VosFrederik HogenboomFlavius FrasincarTarmo Robal","2020","http://link.springer.com/chapter/10.1007/978-3-030-54623-6_13","Chapter"
"Overview of NewsREEL’16: Multi-dimensional Evaluation of Real-Time Stream-Recommendation Algorithms","Experimental IR Meets Multilinguality, Multimodality, and Interaction","","","","10.1007/978-3-319-44564-9_27","Benjamin KilleAndreas LommatzschGebrekirstos G. GebremeskelFrank HopfgartnerMartha LarsonJonas SeilerDavide MalagoliAndrás SerényTorben BrodtArjen P. de Vries","2016","http://link.springer.com/chapter/10.1007/978-3-319-44564-9_27","Chapter"
"Advances in Natural Computation, Fuzzy Systems and Knowledge Discovery","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-030-70665-4","Dr. Hongying MengProf. Tao LeiProf. Maozhen LiProf. Kenli LiProf. Ning XiongDr. Lipo Wang","2021","http://link.springer.com/book/10.1007/978-3-030-70665-4","Book"
"Inventive Systems and Control","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-1395-1","Prof. V. SumaProf. Dr. Joy Iong-Zong ChenDr. Zubair BaigDr. Haoxiang Wang","2021","http://link.springer.com/book/10.1007/978-981-16-1395-1","Book"
"How Hidden Aspects Can Improve Recommendation?","Social Informatics","","","","10.1007/978-3-319-13734-6_19","Youssef MeguebliMouna KacimiBich-liên DoanFabrice Popineau","2014","http://link.springer.com/chapter/10.1007/978-3-319-13734-6_19","Chapter"
"Hyper Media News: a fully automated platform for large scale analysis, production and distribution of multimodal news content","Multimedia Tools and Applications","","63","2","10.1007/s11042-011-0859-1","Alberto MessinaMaurizio MontagnuoloRiccardo Di MassaRoberto Borgotallo","2013","http://link.springer.com/article/10.1007/s11042-011-0859-1","Article"
"News Article Classification Based on a Vector Representation Including Words’ Collocations","Third International Conference on Software, Services and Semantic Technologies S3T 2011","","","","10.1007/978-3-642-23163-6_1","Michal KompanMária Bieliková","2011","http://link.springer.com/chapter/10.1007/978-3-642-23163-6_1","Chapter"
"Advances in Bias and Fairness in Information Retrieval","Communications in Computer and Information Science","","","","10.1007/978-3-030-78818-6","Ludovico BorattoDr. Stefano FaralliMirko MarrasDr. Giovanni Stilo","2021","http://link.springer.com/book/10.1007/978-3-030-78818-6","Book"
"Semantic user profiling techniques for personalised multimedia recommendation","Multimedia Systems","","16","4 - 5","10.1007/s00530-010-0189-6","Frank HopfgartnerJoemon M. Jose","2010","http://link.springer.com/article/10.1007/s00530-010-0189-6","Article"
"Discovery Science","Lecture Notes in Computer Science","","","","10.1007/978-3-030-88942-5","Carlos SoaresLuis Torgo","2021","http://link.springer.com/book/10.1007/978-3-030-88942-5","Book"
"CLEF 2017 NewsREEL Overview: A Stream-Based Recommender Task for Evaluation and Education","Experimental IR Meets Multilinguality, Multimodality, and Interaction","","","","10.1007/978-3-319-65813-1_23","Andreas LommatzschBenjamin KilleFrank HopfgartnerMartha LarsonTorben BrodtJonas SeilerÖzlem Özgöbek","2017","http://link.springer.com/chapter/10.1007/978-3-319-65813-1_23","Chapter"
"A trusted recommendation scheme for privacy protection based on federated learning","CCF Transactions on Networking","","3","3 - 4","10.1007/s42045-020-00045-8","Yichuan WangYuying TianXinyue YinXinhong Hei","2020","http://link.springer.com/article/10.1007/s42045-020-00045-8","Article"
"Media and Change Management","","","","","10.1007/978-3-030-86680-8","Prof. Dr. Matthias KarmasinProf. Dr. Sandra DiehlDr. Isabell Koinig","2022","http://link.springer.com/book/10.1007/978-3-030-86680-8","Book"
"Knowledge Science, Engineering and Management","Lecture Notes in Computer Science","","","","10.1007/978-3-030-82136-4","Han QiuCheng ZhangZongming FeiProf. Dr. Meikang QiuSun-Yuan Kung","2021","http://link.springer.com/book/10.1007/978-3-030-82136-4","Book"
"Experimental IR Meets Multilinguality, Multimodality, and Interaction","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85251-1","Prof. K. Selçuk CandanDr. Bogdan IonescuAssist. Prof. Lorraine GoeuriotProf. Dr. Birger LarsenHenning MüllerAlexis JolyMaria MaistroFlorina PiroiGuglielmo FaggioliNicola Ferro","2021","http://link.springer.com/book/10.1007/978-3-030-85251-1","Book"
"Multilingual financial news retrieval and smart recommendation based on big data","Journal of Shanghai Jiaotong University (Science)","","21","1","10.1007/s12204-016-1694-3","Ye Liang 梁 野","2016","http://link.springer.com/article/10.1007/s12204-016-1694-3","Article"
"The 2021 International Conference on Machine Learning and Big Data Analytics for IoT Security and Privacy","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-030-89511-2","Prof. John MacintyreDr. Jinghua ZhaoDr. Xiaomeng Ma","2022","http://link.springer.com/book/10.1007/978-3-030-89511-2","Book"
"Resampling Approaches to Improve News Importance Prediction","Advances in Intelligent Data Analysis XIII","","","","10.1007/978-3-319-12571-8_19","Nuno MonizLuís TorgoFátima Rodrigues","2014","http://link.springer.com/chapter/10.1007/978-3-319-12571-8_19","Chapter"
"Business Intelligence","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-76508-8","Mohamed FakirMohamed BaslamRachid El Ayachi","2021","http://link.springer.com/book/10.1007/978-3-030-76508-8","Book"
"Data and Information in Online Environments","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-77417-2","Edgar Bisset Álvarez","2021","http://link.springer.com/book/10.1007/978-3-030-77417-2","Book"
"Adaptive User Profile Model and Collaborative Filtering for Personalized News","Frontiers of WWW Research and Development - APWeb 2006","","","","10.1007/11610113_42","Jue WangZhiwei LiJinyi YaoZengqi SunMingjing LiWei-ying Ma","2006","http://link.springer.com/chapter/10.1007/11610113_42","Chapter"
"Towards reproducibility in recommender-systems research","User Modeling and User-Adapted Interaction","","26","1","10.1007/s11257-016-9174-x","Joeran BeelCorinna BreitingerStefan LangerAndreas LommatzschBela Gipp","2016","http://link.springer.com/article/10.1007/s11257-016-9174-x","Article"
"Human-Computer Interaction – INTERACT 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85610-6","Carmelo ArditoRosa LanzilottiAlessio MaliziaHelen PetrieAntonio PiccinnoDr. Giuseppe DesoldaKori Inkpen","2021","http://link.springer.com/book/10.1007/978-3-030-85610-6","Book"
"Ubiquitous Security","Communications in Computer and Information Science","","","","10.1007/978-981-19-0468-4","Guojun WangKim-Kwang Raymond ChooRyan K. L. KoYang XuBruno Crispo","2022","http://link.springer.com/book/10.1007/978-981-19-0468-4","Book"
"Heterogeneity, quality, and reputation in an adaptive recommendation model","The European Physical Journal B","","80","2","10.1140/epjb/e2010-10716-5","G. CiminiM. MedoT. ZhouD. WeiY.-C. Zhang","2011","http://link.springer.com/article/10.1140/epjb/e2010-10716-5","Article"
"Similarity Search, Recommendation and Explainability over Graphs in Different Domains: Social Media, News, and Health Industry","Web Engineering","","","","10.1007/978-3-030-74296-6_46","Panagiotis Symeonidis","2021","http://link.springer.com/chapter/10.1007/978-3-030-74296-6_46","Chapter"
"2021 International Conference on Applications and Techniques in Cyber Intelligence","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-79200-8","Prof. Jemal AbawajyDr. Zheng XuDr. Mohammed AtiquzzamanDr. Xiaolu Zhang","2021","http://link.springer.com/book/10.1007/978-3-030-79200-8","Book"
"Intelligent News—The Backbone of Smart Media Communication","Communication of Smart Media","","","","10.1007/978-981-15-9464-9_4","Peng DuanLei ZhangKai SongXiao Han","2020","http://link.springer.com/chapter/10.1007/978-981-15-9464-9_4","Chapter"
"Design, User Experience, and Usability. Design for Contemporary Interactive Environments","Lecture Notes in Computer Science","","","","10.1007/978-3-030-49760-6","Dr. Aaron MarcusElizabeth Rosenzweig","2020","http://link.springer.com/book/10.1007/978-3-030-49760-6","Book"
"An experimental evaluation of ontology-based user profiles","Multimedia Tools and Applications","","73","2","10.1007/s11042-012-1254-2","Frank HopfgartnerJoemon M. Jose","2014","http://link.springer.com/article/10.1007/s11042-012-1254-2","Article"
